시군구,번지,단지명,전용면적,거래금액
서울특별시 구로구 신도림동,649,대림e-편한세상7,84.928,"136,800"
서울특별시 구로구 신도림동,649,대림e-편한세상7,84.928,"135,000"
서울특별시 구로구 신도림동,643,동아1,59.978,"99,900"
서울특별시 구로구 신도림동,643,동아1,59.978,"105,000"
서울특별시 구로구 신도림동,644,동아2,59.595,"95,000"
서울특별시 구로구 신도림동,644,동아2,59.595,"95,000"
서울특별시 구로구 신도림동,644,동아2,112.354,"143,000"
서울특별시 구로구 신도림동,644,동아2,112.354,"107,000"
서울특별시 구로구 신도림동,645,동아3,84.99,"100,000"
서울특별시 구로구 신도림동,645,동아3,60,"102,500"
서울특별시 구로구 신도림동,645,동아3,60,"106,000"
서울특별시 구로구 신도림동,645,동아3,60,"113,000"
서울특별시 구로구 신도림동,645,동아3,60,"109,000"
서울특별시 구로구 신도림동,645,동아3,60,"109,800"
서울특별시 구로구 신도림동,692,디큐브시티,128.41,"149,000"
서울특별시 구로구 신도림동,692,디큐브시티,59.16,"100,000"
서울특별시 구로구 신도림동,692,디큐브시티,128.41,"139,500"
서울특별시 구로구 신도림동,692,디큐브시티,128.41,"160,500"
서울특별시 구로구 신도림동,692,디큐브시티,59.16,"103,000"
서울특별시 구로구 신도림동,290,미성,37.91,"59,000"
서울특별시 구로구 신도림동,290,미성,66.03,"76,200"
서울특별시 구로구 신도림동,290,미성,37.91,"63,000"
서울특별시 구로구 신도림동,290,미성,37.91,"64,000"
서울특별시 구로구 신도림동,290,미성,83.67,"95,000"
서울특별시 구로구 신도림동,290,미성,52.45,"71,000"
서울특별시 구로구 신도림동,290,미성,66.03,"81,000"
서울특별시 구로구 신도림동,290,미성,37.91,"55,600"
서울특별시 구로구 신도림동,290,미성,83.67,"95,000"
서울특별시 구로구 신도림동,290,미성,37.91,"64,800"
서울특별시 구로구 신도림동,290,미성,83.67,"96,500"
서울특별시 구로구 신도림동,435-10,신도림3차푸르지오,82.8,"99,000"
서울특별시 구로구 신도림동,412-3,신도림팰러티움,84.62,"77,000"
서울특별시 구로구 신도림동,640,신성은하수,59.88,"77,500"
서울특별시 구로구 신도림동,640,신성은하수,84.97,"84,000"
서울특별시 구로구 신도림동,639,우성2,84.82,"107,900"
서울특별시 구로구 신도림동,639,우성2,84.82,"107,900"
서울특별시 구로구 신도림동,639,우성2,84.82,"109,500"
서울특별시 구로구 신도림동,639,우성2,84.82,"109,700"
서울특별시 구로구 신도림동,639,우성2,84.82,"114,000"
서울특별시 구로구 신도림동,639,우성2,84.82,"114,000"
서울특별시 구로구 신도림동,639,우성2,84.82,"114,500"
서울특별시 구로구 신도림동,637,우성3,84.75,"115,000"
서울특별시 구로구 신도림동,641,현대홈타운아파트,83.76,"98,500"
서울특별시 구로구 신도림동,641,현대홈타운아파트,59.73,"81,000"
서울특별시 구로구 신도림동,641,현대홈타운아파트,59.73,"76,800"
서울특별시 구로구 신도림동,641,현대홈타운아파트,64.23,"80,500"
서울특별시 구로구 오류동,344,경남아너스빌,84.98,"77,200"
서울특별시 구로구 오류동,344,경남아너스빌,84.93,"75,300"
서울특별시 구로구 오류동,344,경남아너스빌,84.98,"74,700"
서울특별시 구로구 오류동,344,경남아너스빌,84.98,"78,000"
서울특별시 구로구 오류동,343,금강(343),84.983,"74,500"
서울특별시 구로구 오류동,343,금강(343),60.054,"63,700"
서울특별시 구로구 오류동,343,금강(343),60.054,"64,000"
서울특별시 구로구 오류동,343,금강(343),60.054,"60,000"
서울특별시 구로구 오류동,343,금강(343),84.983,"76,000"
서울특별시 구로구 오류동,343,금강(343),84.983,"94,000"
서울특별시 구로구 오류동,343,금강(343),60.054,"67,800"
서울특별시 구로구 오류동,343,금강(343),60.054,"74,000"
서울특별시 구로구 오류동,343,금강(343),84.983,"80,000"
서울특별시 구로구 오류동,343,금강(343),60.054,"67,900"
서울특별시 구로구 오류동,343,금강(343),60.054,"70,000"
서울특별시 구로구 오류동,343,금강(343),60.054,"63,000"
서울특별시 구로구 오류동,336,동부(101동~103동),84.89,"53,000"
서울특별시 구로구 오류동,336,동부(101동~103동),84.89,"59,999"
서울특별시 구로구 오류동,336,동부(101동~103동),59.98,"43,000"
서울특별시 구로구 오류동,339,동부(105동~106동),59.79,"53,000"
서울특별시 구로구 오류동,338,동부골든,59.94,"48,000"
서울특별시 구로구 오류동,338,동부골든,59.94,"48,600"
서울특별시 구로구 오류동,338,동부골든,59.94,"49,500"
서울특별시 구로구 오류동,338,동부골든,105.21,"63,500"
서울특별시 구로구 오류동,338,동부골든,113.43,"53,000"
서울특별시 구로구 오류동,338,동부골든,59.94,"49,000"
서울특별시 구로구 오류동,338,동부골든,59.94,"50,800"
서울특별시 구로구 오류동,338,동부골든,59.94,"48,000"
서울특별시 구로구 오류동,345,동선,58.2159,"47,800"
서울특별시 구로구 오류동,345,동선,58.2159,"49,000"
서울특별시 구로구 오류동,345,동선,58.2159,"50,000"
서울특별시 구로구 오류동,334,라인,59.52,"39,700"
서울특별시 구로구 오류동,334,라인,59.52,"38,000"
서울특별시 구로구 오류동,12월 02일,미진주택B동,38.25,"23,000"
서울특별시 구로구 오류동,340,삼천리,59.73,"57,700"
서울특별시 구로구 오류동,340,삼천리,59.73,"59,500"
서울특별시 구로구 오류동,340,삼천리,59.73,"58,500"
서울특별시 구로구 오류동,34-13,썬앤빌,14.064,"6,600"
서울특별시 구로구 오류동,34-13,썬앤빌,14.064,"8,300"
서울특별시 구로구 오류동,34-13,썬앤빌,14.064,"8,000"
서울특별시 구로구 오류동,193-17,양지쉐르빌아파트,53.7,"36,000"
서울특별시 구로구 오류동,342,영풍마드레빌,84.741,"73,000"
서울특별시 구로구 오류동,342,영풍마드레빌,59.819,"64,800"
서울특별시 구로구 오류동,9-231,오류동 삼전솔하임,37.759,"30,000"
서울특별시 구로구 오류동,9-231,오류동 삼전솔하임,37.759,"30,900"
서울특별시 구로구 오류동,9-231,오류동 삼전솔하임,15.943,"13,300"
서울특별시 구로구 오류동,347,오류동금호어울림,59.98,"54,700"
서울특별시 구로구 오류동,Feb-75,오류동역솔리스타,19.09,"10,500"
서울특별시 구로구 오류동,346,오류동푸르지오,84.936,"74,700"
서울특별시 구로구 오류동,346,오류동푸르지오,84.853,"75,000"
서울특별시 구로구 오류동,Apr-31,오류동휘버스,83.97,"38,800"
서울특별시 구로구 오류동,Apr-31,오류동휘버스,83.97,"39,000"
서울특별시 구로구 오류동,Apr-31,오류동휘버스,83.97,"41,300"
서울특별시 구로구 오류동,Apr-31,오류동휘버스,83.97,"45,000"
서울특별시 구로구 오류동,348,우림필유,59.95,"50,800"
서울특별시 구로구 오류동,292-10,우창굿모닝,102.99,"44,000"
서울특별시 구로구 오류동,108-76,유한수목원,74.94,"36,700"
서울특별시 구로구 오류동,349,은하수 수목원,77.829,"45,800"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"19,500"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"19,750"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"17,700"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"19,500"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"18,000"
서울특별시 구로구 오류동,Jan-46,이좋은집,36.69,"19,650"
서울특별시 구로구 오류동,51-31,포스시티,14.29,"9,100"
서울특별시 구로구 오류동,51-31,포스시티,17.75,"10,000"
서울특별시 구로구 오류동,51-31,포스시티,14.29,"9,200"
서울특별시 구로구 오류동,51-31,포스시티,17.75,"10,800"
서울특별시 구로구 오류동,341,한신플러스타운,84.96,"63,800"
서울특별시 구로구 오류동,341,한신플러스타운,59.91,"51,000"
서울특별시 구로구 온수동,83,온수동,84.98,"28,000"
서울특별시 구로구 온수동,155,온수힐스테이트,84.99,"79,700"
서울특별시 구로구 온수동,155,온수힐스테이트,84.97,"74,000"
서울특별시 구로구 온수동,155,온수힐스테이트,84.99,"75,700"
서울특별시 구로구 온수동,155,온수힐스테이트,59.98,"65,000"
서울특별시 구로구 온수동,155,온수힐스테이트,59.96,"70,000"
서울특별시 구로구 온수동,155,온수힐스테이트,102.6,"80,000"
서울특별시 구로구 온수동,155,온수힐스테이트,102.6,"80,000"
서울특별시 구로구 온수동,155,온수힐스테이트,121.28,"89,700"
서울특별시 구로구 온수동,155,온수힐스테이트,59.98,"74,800"
서울특별시 구로구 온수동,155,온수힐스테이트,59.98,"71,700"
서울특별시 구로구 온수동,155,온수힐스테이트,102.6,"84,800"
서울특별시 구로구 천왕동,280,천왕연지타운1단지,84.98,"87,900"
서울특별시 구로구 천왕동,280,천왕연지타운1단지,84.98,"88,000"
서울특별시 구로구 천왕동,280,천왕연지타운1단지,84.97,"89,000"
서울특별시 구로구 천왕동,281,천왕연지타운2단지,84.9,"84,500"
서울특별시 구로구 천왕동,281,천왕연지타운2단지,84.9,"84,500"
서울특별시 구로구 천왕동,281,천왕연지타운2단지,84.98,"83,800"
서울특별시 구로구 천왕동,281,천왕연지타운2단지,84.9,"85,000"
서울특별시 구로구 천왕동,282,천왕이펜하우스1단지,59.94,"78,000"
서울특별시 구로구 천왕동,279-2,천왕이펜하우스2단지,84.97,"84,700"
서울특별시 구로구 천왕동,273,천왕이펜하우스4단지,84.97,"80,000"
서울특별시 구로구 천왕동,277,천왕이펜하우스5단지,84.98,"84,500"
서울특별시 구로구 천왕동,275,천왕이펜하우스6단지,84.97,"79,000"
서울특별시 구로구 항동,16-33,동보수목원,84.87,"34,500"
서울특별시 구로구 항동,16-18,동보수목원(16-18),84.41,"35,000"
서울특별시 구로구 항동,가-237,하버라인2단지,59.86,"75,000"
서울특별시 구로구 항동,가-246,항동 제일풍경채 포레스트,101.6125,"89,000"
서울특별시 구로구 항동,233,현대홈타운스위트,84.9804,"63,000"
